"X.1","X","ISBN","Title","Author","Year","Publisher","Description","Avg_Rating","Num_Pages","Ratings_Count","Text_Reviews_Count","freshNessFeature","characters","AuthorFansCount","AuthorRatings","AuthorWorksCount","ScoreList"
1929,1929,"0590442627","Clifford's Puppy Days (Clifford the Big Red Dog (Paperback))","Norman Bridwell",1989,"Scholastic","<br /><br />",4.19,32,30,4,0,0,97,4.159,245,0
1930,1930,"0590442643","Karen's Kittycat Club (Baby-Sitters Little Sister, 4)","Ann M. Martin",1990,"Scholastic","Karen has always been envious of her big sister Kristy's Baby-sitters Club so when her best friend Hannie gets a kitten, Karen starts a Kittycat Club!",3.56,102,760,16,0,1,1394,3.94,602,1.15
1931,1931,"0590442791","Clifford's Birthday Party (Clifford the Big Red Dog (Paperback))","Norman Bridwell",1990,"Scholastic","<br /><br />",4.1,32,56,5,0,0,97,4.159,245,0
1932,1932,"0590442937","Clifford at the Circus (Clifford the Big Red Dog (Paperback))","Norman Bridwell",1990,"Scholastic","<br /><br />",3.94,32,20,1,0,0,97,4.159,245,0
1933,1933,"0590442988","Karen's Little Sister (Baby-Sitters Little Sister, 6)","Ann M. Martin",1990,"Scholastic","Everybody used to love Karen. She was cute. She was the littlest sister. But now baby Emily is in their family, and Karen feels left out.<br />Then Emily gets sick and everybody has to take care of her. Even Karen. And that's when Karen finds out being a big sister is the most fun of all!",3.46,101,452,12,0,2,1394,3.94,602,0.478571428571429
1934,1934,"0590442996","Karen's Worst Day (Baby-Sitters Little Sister, 3)","Ann M. Martin",1990,"Scholastic","Everyone has a bad day once in a while-- but no one can top Karen's worst day ever.",3.44,112,605,18,0,0,1394,3.94,602,-1.25
1935,1935,"059044302X","Vampires and Other Creatures of the Night","Rita Golden Gelman",1992,"Scholastic","Vampires, werewolves and more creep, lurch, and howl through this look at the stories, legends, and beliefs handed down throughout the world about ""things that go bump in the night"".",3.31,74,16,2,0,0,53,3.954,48,-1.65
1936,1936,"0590443518","Help! I'm a Prisoner in the Library","Eth Clifford",1991,"Scholastic","Two girls spend an adventure-filled night trapped inside the public library. ""Clifford's extraordinary talents as a writer who keeps the action and surprises coming underpin her new antic adventure, its many moods ably depicted in Hughes's 15 drawings."" -- Publishers Weekly",3.64,96,20,2,0,0,5,3.706,38,0.966666666666667
1937,1937,"059044364X","Prince and the Pauper (Walt Disney Classics)","Nancy E. Krulik",1990,"Scholastic","Based on Disney's newly animated 20-minute short film, this latest addition to the Walt Disney's Classic line features Mickey Mouse in the dual roles of the prince and the pauper. 8-page full-color photograph insert.",3.83,NA,6,0,0,0,129,3.959,368,0.5
1938,1938,"0590444271","Kid Power Strikes Back (Apple)","Susan Beth Pfeffer",1990,"Scholastic","Kid Power is back in business. Enterprising Janie starts another business--this time shoveling snow and running errands for senior citizens. But just when things start to get rolling, she finds that a sixth grade bully is trying to take away her business. Black line illustrations. Strippable.",3.12,NA,7,0,0,0,1532,3.593,86,-0.05
1939,1939,"0590444859","Countess Veronica","Nancy K. Robinson",1994,"Scholastic","The irrepressible heroine of Veronica the Show-off goes from regular to royalty--almost--in the most irresistible novel yet of Nancy Robinson's popular middle-grade series.",3.79,146,1,0,0,1,1,3.685,20,1.45
1940,1940,"0590445065","Franklin in the Dark (Franklin)","Paulette Bourgeois",1987,"Scholastic","A turtle afraid of small dark places, and therefore of crawling into his shell, asks a variety of animals for advice, only to find out that each has a fear of its own.",3.99,32,1421,42,1,0,44,4.148,141,-1.85
1941,1941,"0590445103","The Big Orange Splot","Daniel M. Pinkwater",1977,"Scholastic","When Mr. Plumbeans' house is splashed with bright orange paint, he decides a multi-colored house would be a nice change. This favorite story of creativity and individuality is back by popular demand.",4.4,32,1739,202,0,0,NA,NA,NA,1.675
1942,1942,"0590445693","Freedom Crossing","Margaret Goff Clark",1991,"Scholastic","Laura Eastman returns to New York after living in the South with relatives for four years to discover that her brother and father are part of the Underground Railroad, helping fugitive slaves to escape to Canada. When a friend brings a runaway slave, Martin, to the house while her father and stepmother are away, Laura must decide what she believes -- and whether she should help Martin escape.",3.94,160,339,34,0,2,8,3.772,24,-0.5
1943,1943,"0590445979","Our Teacher Is Missing","Mary Francis Shura",1995,"Scholastic","Eliza is happy to finally have a teacher so much like herself--quiet and withdrawn. Miss Dixon, whom the class nicknames ""Mouse,"" is the first teacher who has accepted Eliza as she is, without trying to make her bolder or more forceful, things she knows she'll never be.<br /><br />But one day, Miss Dixon suddenly disappears. She doesn't show up for school, and there is no answer at her home when the principal's office tries to reach her. Eliza's classmates come up with all sorts of theories--maybe she was in a car accident; or kidnapped; or in the FBI's witness protection program. And the adults don't seem to take her disappearance seriously.<br /><br />Eliza begins to feel as if shs is the only one who cares. And in her own quiet way, she knows what she must do: find her missing teacher.",3.65,NA,34,5,0,1,9,3.725,44,0.13125
1944,1944,"0590446304","I Am Fifteen--And I Don't Want to Die","Christine Arnothy",1990,"Scholastic","Christine Arnothy tells her story about surviving in Budapest during World War II. She was fifteen at the time.",3.58,126,331,40,0,0,6,3.355,44,0
1945,1945,"0590446355","The Baby Zoo","Bruce McMillan",1995,"Scholastic","Revealing photographs capture the wonder of young members of the animal kingdom and are accompanied by an informative text that discusses what the animals eat, where they live, their baby names, and much more.",4,40,5,2,0,0,0,3.581,49,1
1946,1946,"059044686X","The Magic School Bus Inside a Hurricane","Joanna Cole",1995,"Scholastic","When Ms. Frizzle's class takes a field trip to the local weather station, they end up in a hurricane.",4.21,43,22,7,0,0,91,4.302,267,-0.8
1947,1947,"0590446878","The Magic School Bus Inside a Hurricane (Magic School Bus Series)","Joanna Cole",1995,"Scholastic","To celebrate its 20th anniversary, Scholastic is re-releasing the ten original Magic School Bus titles in paperback. With updated scientific information, the bestselling science series ever is back!<br /><br />Count on Ms. Frizzle to teach anything but an ordinary lesson on meteorology. Flying through the clouds in the Magic School Bus, Ms. Frizzle's class experiences a hurricane-and even a tornado-firsthand. During their thrilling ride through the sky, Arnold gets lost! Will the Friz be able to save the day this time?",4.21,48,1191,53,0,2,91,4.302,267,0.75
1948,1948,"0590446894","The Magic School Bus in the Time of the Dinosaurs (Magic School Bus (Paperback))","Joanna Cole",1995,"Scholastic","To celebrate its 20th anniversary, Scholastic is re-releasing the ten original Magic School Bus titles in paperback. With updated scientific information, the bestselling science series ever is back!<br /><br />The classroom is decorated as Dinosaur Land, but Ms. Frizzle-inspired by an archeological dig-craves a more authentic experience. The Magic School Bus turns into a time machine and transports the class back millions of years to an adventure where they learn about dinosaurs, their habitats and diets, and even a Maiasaura nesting ground.",4.22,48,1727,56,0,2,91,4.302,267,1.46666666666667
1949,1949,"0590446959","The New Coach (Gymnasts, No 18)","Elizabeth Levy",1991,"Scholastic","He's Dmitri Vickerskoff, the famous Hungarian gymnastics coach. Big feet, big mouth. big shot - big deal. Lauren isn't impressed. She doesn't like him giving orders in <i>her</i> gym where Patrick is <i>her</i> coach, and she doesn't like him calling her ""little bug"". Patrick is thrilled to have Dmitri helping out, and the other Pinecones like him, too - and it's really bugging Lauren!",3.76,NA,33,1,0,1,32,3.86,140,0.433333333333333
1950,1950,"0590446983","Magic School Bus Explores the Senses (Magic School Bus)","Joanna Cole",2001,"Scholastic","To celebrate its 20th anniversary, Scholastic is re-releasing the ten original Magic School Bus titles in paperback. With updated scientific information, the bestselling science series ever is back!<br /><br />On a most sense-sational trip that takes them through an eye, an ear, a tongue, and even a dog's nose, Ms. Frizzle's class learns about the senses. Using their trademark sense of humor, Joanna Cole and Bruce Degen provide facts about the senses in both the human and animal worlds.",4.21,48,907,46,0,4,91,4.302,267,1.35
1951,1951,"0590447319","In My Father's House (Point)","Ann Rinaldi",1996,"Scholastic","Oscie Mason, a proud daughter of the Old South, is infuriated by her stepfather's opinions about slavery, the Confederacy, and Oscie's childhood world, and when he moves the family, Oscie learns about battles fought inside the home. Reprint. <i>K. AB. </i>",3.87,336,2251,90,0,0,660,3.851,50,-0.0375
1952,1952,"0590447378","Clifford's Peekaboo","Norman Bridwell",1991,"Scholastic","The reader may guess where a small red puppy is hiding at each turn of the page. On board pages.",3.67,16,39,3,0,0,97,4.159,245,0.3
1953,1953,"059044767X","The First Woman Doctor (Scholastic Biography)","Rachel Baker",1999,"Scholastic","<br /><br />",3.86,192,20,2,0,0,0,2.481,18,0
1954,1954,"0590447718","Shark Lady: True Adventures of Eugenie Clark","Ann McGovern",1978,"Scholastic","<b>Eugenia Clark</b>, a famous ichthyologist, has explored the underwater world of many seas. She has dived with many sharks. Once she explored an underwater sharks' cave in México.<br /><br /><i>""There I was, face to face with one of the sea's most deadly denizens, in the most dangerous situation possible... and I'd never been more thrilled. It was an unforgettable moment in my life"".</i>",4,96,213,40,1,1,6,3.952,77,-0.03
1955,1955,"0590447866","Still More Two-Minute Mysteries","Donald J. Sobol",1995,"Scholastic","Dr. Haledjian solves sixty-three mysteries and, by putting the solutions at the back of the book, challenges the reader to do the same.",3.68,126,192,10,0,0,121,3.992,85,1.3
1956,1956,"0590447939","Best Friends Sleep over","Jacqueline Rogers",1993,"Scholastic","Gilbert is excited about going to his first slumber party. But he wonders how he'll fall asleep without his mother's special goodnight song. How Gilbert's best friends help him get through his first night away from home makes for a poignant ending to a humorous and heartwarming story about friendship. Full color.",3.61,32,2,1,0,1,6,3.317,151,1.1
1957,1957,"0590447998","Mallory and the Ghost Cat (Baby-Sitters Club Mystery, 3)","Ann M. Martin",1992,"Scholastic","When Mallory babysits for the Craines they discover a cat in the attic while investigating some eerie sounds. They think the mystery is solved until they continue to hear the sounds while the cat is sitting right next to them. Who--or what--is in the attic?",3.43,160,462,10,0,0,1394,3.94,602,0.2
1958,1958,"0590448013","Mary Anne and the Secret in the Attic (Baby-Sitters Club Mystery, 5)","Ann M. Martin",1995,"Scholastic","Mary Anne wants to learn about her mother, who died when Mary Anne was a baby, so she goes into the attic and searches through her father's box of photos and papers. There she finds a deep secret. . . .",3.72,176,755,16,0,1,1394,3.94,602,0.45
1959,1959,"0590448242","Karen's New Teacher (Baby-Sitters Little Sister, 21)","Ann M. Martin",1991,"Scholastic","Karen really likes her second-grade teacher, Ms. Colman, so she's pretty disappointed when she hears Ms. Colman must take some time off from school. The substitute teacher, Miss Hoffman, is unfriendly and has all kinds of awful rules. Karen doesn't like her at all. Will they ever get along?",3.51,103,23,4,0,2,1394,3.94,602,0
1960,1960,"0590448250","Karen's Cartwheel (Baby-Sitters Little Sister, 29)","Ann M. Martin",1992,"Scholastic","Karen wants to be on a special gymnastics team, but only the best kids in her class will be picked. Karen can do everything--except a cartwheel. How can she make the team if she can't do a cartwheel?",3.47,98,9,1,0,1,1394,3.94,602,0.433333333333333
1961,1961,"0590448277","Karen's Mystery (Baby-Sitters Little Sister Super Special, 3)","Ann M. Martin",1995,"Scholastic","When Karen's Dad loses his glasses, Karen and David Michael decide to play detectives and spend the rest of the day solving mysteries. Then Karen decides to start her own detective agency. Soon Karen discovers her pet rat Emily is missing. Can Karen's detective agency find her?",3.51,128,83,0,0,2,1394,3.94,602,-0.3
1962,1962,"0590448285","Karen's Tea Party (Baby-Sitters Little Sister, 28)","Ann M. Martin",1992,"Scholastic","Karen and David Michael have the worst table manners ever. Karen burps at the dinner table, and David Michael makes rude noises with his armpit. Then Karen's daddy sends them to charm school, and Karen makes a complete turnaround. David Michael, on the other hand, is a different story.",3.49,102,172,6,0,2,1394,3.94,602,0.1125
1963,1963,"0590448293","Karen's Big Joke (Baby-Sitters Little Sister (Paperback))","Ann M. Martin",1992,"Scholastic","April Fool!<p>Karen loves April Fools' Day. This is when she gets to play tricks on her friends. First she squirts Pamela with a fake camera. Then she puts a plastic cockroach in Bobby's shoe. But now Karen has come up with a joke to play on her whole big-house family. Could this be her best joke ever? Or is Karen in for a big surprise?</p>",3.49,102,181,5,0,4,1394,3.94,602,0.292857142857143
1964,1964,"0590448315","Karen's Pen Pal (Baby-Sitters Little Sister, 25)","Ann M. Martin",1992,"Scholastic","Karen has made up some white lies to her pen pal Maxie. Now Maxie is coming to visit and Karen is in big trouble.",3.5,112,251,2,0,1,1394,3.94,602,-0.225
1965,1965,"0590448323","Karen's Doll (Baby-Sitters Little Sister, 23)","Ann M. Martin",1991,"Scholastic","Karen loves the expensive English baby doll Grandma and Grandpa Packett brought back from London. When Karen's friend Nancy is hospitalized, Karen lends her doll to Nancy. Now Nancy thinks Karen is giving her the doll to keep. How can Karen get her doll back without losing a friend?",3.56,95,21,4,0,2,1394,3.94,602,0.6125
1966,1966,"059044834X","Karen's Plane Trip (Baby-Sitters Little Sister Super Special, 2)","Ann M. Martin",1991,"Scholastic","Super Special #2 takes Karen on her first plane trip, but this isn't just any plane trip. Karen is flying alone and she's going to visit her grandparents' farm in Nebraska for the first time.",3.65,101,120,5,0,2,1394,3.94,602,0.725
1967,1967,"0590448544","I Am Eyes, Ni Macho","Leila Ward",1987,"Scholastic","A little girl celebrates morning in her Kenyan home by naming all the bright and beautiful things she sees, all the wonderful animals great and small.",3.43,28,28,5,0,0,0,1.8975,3,3.3
1968,1968,"0590449206","Lily and Miss Liberty","Carla Stevens",1993,"Scholastic","A little girl makes crowns and sells them to help raise money for the pedestal needed for mounting France's gift of the Statue of Liberty to this country.",3.38,80,63,13,0,0,1,3.894,21,1.6
1969,1969,"0590449486","Itchy, Itchy Chicken Pox (Hello Reader!, Level 1)","Grace MacCarone",1992,"Scholastic","Peppy rhymes present the humorous side to a common ailment. Spanish language edition.",3.97,32,403,43,0,0,NA,NA,NA,0.625
1970,1970,"0590449591","Jessi and the Jewel Thieves (Baby-Sitters Club Mystery, 8)","Ann M. Martin",1996,"Scholastic","Jessi can't wait to get to New York City to see her friend Quint dance in his first big ballet.",3.42,148,251,5,0,0,1394,3.94,602,2.8
1971,1971,"0590449613","Mystery at Claudia's House (Baby-Sitters Club Mystery, 6)","Ann M. Martin",1992,"Scholastic","Lately, Claudia has noticed her sister Janine acting very strangely. After some investigation, Claudia discovers that Janine has a boyfriend!",3.56,176,361,10,0,2,1394,3.94,602,-0.25
1972,1972,"0590449656","Mallory and the Dream Horse (Baby-Sitters Club, 54)","Ann M. Martin",1992,"Scholastic","Mallory loves horses. She loves reading about them. She loves writing about them. and most of all, she loves daydreaming about them.<br /><p>Then Mallory's parents agree to let her take professional riding lessons. It's a dream come true! Mallory is so excited she can hardly concentrate at the BSC meetings anymore. But then the lessons begin and Mallory discovers that <i>dreaming</i> about horses can be a lot more fun than actually <i>riding</i> them.</p>",3.49,152,726,12,0,0,1394,3.94,602,0.95625
1973,1973,"0590449699","Dawn's Big Date (Martin, Ann M., Baby-Sitters Club, #50.)","Ann M. Martin",1992,"Scholastic","Dawn tries to give herself a new image by changing her hair, makeup, clothes, and personality, but then she worries about whether her friends and her penpal Lewis will like the new Dawn.",3.6,167,916,23,0,1,1394,3.94,602,1.3
1974,1974,"0590449702","Claudia and the Genius of Elm Street (Baby-Sitters Club, 49)","Ann M. Martin",1991,"Scholastic","Little Rosie Wilder is perfect at everything. She can sing and dance, she plays several musical instruments, and her I.Q. is so high, it's off the scale.<br /><p>So how did Claudia ""C-"" Kishi get stuck baby-sitting for Rosie the genius? Because Rosie is so obnoxious, no one gets along with her - not even Claudia's sister, who's a genius, too.<br /></p><p>The Baby-sisters think that Rosie needs to be taught a good lesson. But what Rosie really needs is a good friend....like Claudia.</p>",3.55,157,967,16,0,1,1394,3.94,602,0.958333333333333
1975,1975,"0590449710","Mallory on Strike (Baby-Sitters Club, 47)","Ann M. Martin",1991,"Scholastic","Mallory couldn't imagine not being in a big family like hers. There's always someone to do things with, and she likes to help take care of her younger brothers and sisters. <br /><p>But now Mallory's working on an important writing project, and she needs peace and quiet. So why won't everyone leave her alone? Nicky needs help tying his shoes, Claire wants a sandwich, and someone has to break up the fight among the triplets.<br /></p><p>Mallory feels like a baby-sitting <i>slave</i>.<br /></p><p>And there's only one thing to do: This Baby-sitter is going on strike!</p>",3.56,161,1023,21,0,1,1394,3.94,602,0.271428571428571
1976,1976,"0590449737","Body Battles","Rita Golden Gelman",1992,"Scholastic","Rhyming text and humorous illustrations introduce young readers to the harmful substances that can invade the body, and the defensive weapons that can combat them. The ""Body Bulletin Board"" at the end of the book offers guidelines to staying healthy, and information about AIDS.",3.95,32,20,6,0,0,53,3.954,48,0.15
1977,1977,"0590450530","School's Out","Johanna Hurwitz",1995,"Scholastic","<br /><br />",3.53,128,7,0,0,0,24,3.841,90,0
1978,1978,"0590450875","I Spy: A Book of Picture Riddles","Jean Marzollo",1992,"Scholastic","With 24 million copies sold, the bestselling I Spy series is being relaunched with new designs and foil covers.<br /><br />This bestselling book features riddles that send readers searching through 13 photographs to find hidden objects.",4.26,40,1900,54,0,0,34,4.182,178,1.125
1979,1979,"0590451146","Behind the Lines (Point)","Isabelle Holland",1997,"Scholastic","It's 1863, and Katie O'Farrell's brother may have to go to war in place of a wealthy man's son. Like Katie's father, the entire Irish community of New York City feels that slavery is not their problem, but soon the city explodes in violence as the New York Draft Riots begin.",3.42,208,67,8,0,2,10,3.633,55,-0.4
1980,1980,"059045143X","Saturday Is Ballet Day (My Pretty Ballerina)","Karen Backstein",1991,"Scholastic","Saturday is ballet day, My Pretty Ballerina's favorite day of the week. This Saturday is extra-special, because Miss Marie asks My Pretty Ballerina to show Jordan, the new girl, some steps before class. My Pretty Ballerina has made a new friend! Full color.",4,32,36,3,0,2,0,2.6125,8,1.5
1981,1981,"0590451596","If You Were There When They Signed the Constitution (If You Were...)","Elizabeth Levy",1992,"Scholastic","<br /><br />If you were there when they signed the Constitution you would see<br />--Why the Constitution is called a miracle.<br />--The first big argument.<br />--What was missing from the Constitution.<br /><br />This books takes you behind the locked doors of Philadelphia's State House during the history-making summer of 1787. You will meet the key delegates and find out what is going on.<br />",3.72,80,328,23,0,0,32,3.86,140,-0.05
1982,1982,"059045160X","If You Lived in Colonial Times","Ann McGovern",1992,"Scholastic","<br /><br />If you lived in colonial times<br />--What kind of clothes would you wear?<br />--Would you go to school?<br />--What would happen if you didn't behave?<br /><br />This book tells you what it was like to live in the New England colonies during the years 1565 to 1776.<br />",3.9,80,215,28,0,0,6,3.952,77,0.9
1983,1983,"0590451618","If You Sailed on the Mayflower in 1620","Ann McGovern",1993,"Scholastic","A different time...a different place...What if you were there?<br /><br /> If you sailed on the Mayflower<br /> --What could you take with you?<br /> --How would you keep clean?<br /> --What would you do when you first got to shoer?<br /><br /> Get ready to go back in time to 1620 to discover what it was like to sail the Mayflower!",3.91,80,343,38,0,0,6,3.952,77,1.025
1984,1984,"0590451766","Yaxley's Cat","Robert Westall",1993,"Scholastic","After Yaxley disappears, the inhabitants of an English village fear that his ugly old cat will uncover the truth about the secret they are hiding.",3.53,NA,4,0,0,0,42,3.854,87,-1.1
1985,1985,"059045191X","Apples and Pumpkins","Anne Rockwell",1991,"Scholastic","It is Fall! And for one little girl, that means the special joys of visiting the Comstock Farm: choosing the reddest apples from the trees and finding the best pumpkin in the patch. Back home, she helps her mother carve a funny jack-o'-lantern face and puts a glowing candle inside her prize new pumpkin...just in time for Halloween and an evening of lots of ""trick or treats""!",3.59,24,3,0,0,0,NA,NA,NA,1.25
1986,1986,"0590452347","Weather (First Discovery Book)","Pascale De Bourgoing",1991,"Scholastic","Explores the various aspects of the weather and the changing seasons on spiral-bound transparent pages.",4.16,NA,24,6,0,0,1,3.953,21,-0.25
1987,1987,"0590452444","Ghost Cadet","Elaine Marie Alphin",1992,"Scholastic","Twelve-year-old Benjy, in Virginia visiting the grandmother he has never met, meets the ghost of a Virginia Military Institute cadet who was killed in the Battle of New Market in 1864 and helps him recover his family's treasured gold watch.",3.88,192,403,57,0,0,13,3.795,24,3.1
1988,1988,"0590452509","The Twinkie Squad","Gordon Korman",1994,"Scholastic","A humorous, triumphant story from the author of Beware the Fish. Thrown out of every school he's ever gone to, Douglas Fairchild finally lands in a public school where he transforms a group of excluded misfits (and their guidance counselors) into the most desirable clique on campus.",3.85,194,29,4,0,0,1483,3.898,145,1.075
1989,1989,"0590452568","Thirteen","Tonya Pines",1991,"Scholastic","You don't really want to read this ...do you? The masters of horror are waiting to take you on a terrifying ride, and there are 13 stops.<br /><p>Meet the new guy in town, very handsome, very sexy, and very deadly.<br /></p><p>Dine on sweet and wonderfully inviting confections - they're good to the last breath.<br /></p><p>Learn that some spells can never be broken...<br /></p><p>Inside you'll find the works of 13 masters of horror. Let Christopher Pike, R.L. Stine and the rest of our macabre crew show you the beauty in your worst nightmares - and the terror in your most exquisite dreams....<br /><br />CONTENTS<br />Introduction by T. Pines<br />Collect Call: The Black Walker: Part I by Christopher Pike<br />Lucinda • by Lael Littke<br />The Guiccioli Miniature • by Jay Bennett<br />Blood Kiss • by D. E. Athkins<br />A Little Taste of Death • by Patricia Windsor<br />The Doll • by Carol Ellis<br />House of Horrors • by J. B. Stamper<br />Where the Deer Are •by Caroline B. Cooney<br />The Spell • by R. L. Stine<br />Dedicated to the One I Love by Diane Hoh<br />Hacker • by Sinclair Smith<br />Deathflash • by A. Bates<br />The Boy Next Door •by Ellen Emerson White<br />Collect Call: The Black Walker: Part II • by Christopher Pike</p>",3.78,343,150,18,0,10,NA,NA,NA,-0.0333333333333334
1990,1990,"0590452770","Bingo","A. L. Singer",1991,"Scholastic","A novelization of the 1991 movie.",3.07,NA,14,0,1,0,NA,NA,NA,0
1991,1991,"0590453416","Night Terrors","Jim Murphy",1993,"Scholastic","A chatty old gravedigger shares chilling tales he's heard in his wanderings from one cemetery to another.",3.38,177,0,0,0,0,NA,NA,NA,-1.05
1992,1992,"0590453548","The Bunny Hop (Hello Reader, Level 1)","Teddy Slater",1992,"Scholastic","<i>Hello Reader!</i> books have been designed - <br />  For parents to read to children  
   For children to read to parents  
   For children to read thmselves.<br /> 
   --To make your child a better reader. 
 ",3.07,32,29,7,2,0,16,3.976,136,0.7
1993,1993,"0590453661","Stay Out of the Basement (Goosebumps, No 2)","R. L. Stine",1995,"Scholastic","Dr. Brewer is doing a little plant-testing in his basement. Nothing to worry about. Harmless, really.<br /><br />But Margaret and Casey Brewer are worried about their father. Especially when they... meet... some of the plants he is growing down there.<br /><br />Then they notice that their father is developing plantlike tendencies. In fact, he is becoming distinctly weedy- and seedy. Is it just part of their father's 'harmless' experiment? Or has the basement turned into another little shop of horrors?",3.63,122,326,50,0,3,NA,NA,NA,-0.188888888888889
1994,1994,"059045367X","Monster Blood (Goosebumps, No 3)","R. L. Stine",1995,"Scholastic","When Evan and Andy find a dusty can labeled ""Monster Blood"", they make the mistake of opening it.",3.5,128,264,47,0,1,NA,NA,NA,-1.85
1995,1995,"0590453858","Hit and Run","R. L. Stine",1992,"Scholastic","Eddie, Scott, Winks, and Cassie. They went out for a drive one night. Just to practice, so Eddie would be sure and get his license.<br /><br />Then Eddie had a little accident. Now four friends share a terrible secret.<br /><br />Because Eddie hit someone and killed him.<br /><br />Didn't he?",3.71,176,1490,118,0,2,NA,NA,NA,-0.0714285714285714
1996,1996,"0590454021","Perfume","Caroline B. Cooney",1997,"Scholastic","<i>Venom.</i><br /><br />Dove doesn't <i>want</i> to buy the perfume. She doesn't like its scent. And its name frightens her.<br /><br />But somehow she can't help herself. It's almost as if something--or someone--inside her is forcing her to try it.<br /><br />Dove was always a nice person, a sweet and gentle girl on whom friends could rely.<br /><br />Until now.<br /><br />Because when Dove puts on the perfume, she unleashes a part of herself that has been locked away all her life.<br /><br />It is a second self she never knew existed.<br /><br />And it is <i>Evil</i>.",3.51,167,761,33,0,0,934,3.748,110,0.1
1997,1997,"059045403X","Day the Fifth Grade Disappeared","Terri Fields",1996,"Scholastic","One minute, Julia is sitting in her fifth-grade classroom listening to a science lesson. The next minute, the entire class has vanished around her. Julia runs for help, but not one believes her-especially since the fifth grade is right where it's supposed to be when Julia returns.",3.44,96,49,8,0,1,3,3.564,33,0.3
1998,1998,"059045417X","Kenny and the Little Kickers (Hello Reader! Level 2)","Claudio Marzollo",1992,"Scholastic","Although he feels shy and out of place on the playing field, Kenny agrees to try soccer.High-interest stories make reading fun! Stories have been tested for vocabulary and sentence length to help you make the right choice! A letter from an education specialist gives you valuable advice on how to read to your child and how to listen to your child read to you!",3.64,32,11,4,0,1,0,2.96666666666667,9,1.08333333333333
1999,1999,"0590454196","Get on Board: The Story of the Underground Railroad","Jim Haskins",1997,"Scholastic","Discusses the Underground Railroad, the secret, loosely organized network of people and places that helped many slaves escape north to freedom.<br /><br />How the Underground Railroad got its name --<br />Long history of slave escapes, and of fugitive slave laws --<br />Tracks and stations --<br />Stationmasters --<br />Conductors --<br />Harriet Tubman, the woman called Moses --<br />Railroad songs --<br />Train robbers --<br />Passengers --<br />John Brown, fugitive slave --<br />Publicists --<br />End of the line --<br />Time line --<br />Bibliography --<br />Index",3.38,160,44,11,0,2,0,2.345,12,-0.3
2000,2000,"0590455028","My First Book of Nature: How Living Things Grow (Cartwheel Learning Bookshelf)","Dwight Kuhn",1993,"Scholastic","My First book of Nature will help small children discover the many different paths living things take from birth to maturity. The book clearly presents the life cycles of a wide variety of plants and animals. More than 30 kinds of plants and animals are covered in simple language and vivid photographs.",3.5,61,2,2,0,0,1,3.165,120,0.95
2001,2001,"0590456431","That Fat Hat (Cartwheel Books)","Joanne Barkan",1992,"Scholastic","This lively, easy-to-read tale of two best friends--one who likes to do what everyone else does and the other, to be different--will entice even the most reluctant beginning readers. Featuring engaging illustrations and large type, this Hello Reader! book is a perfect choice for youngsters en route to independent reading.",3.25,48,16,2,0,0,2,3.907,116,1.55
2002,2002,"0590456490","Karen's Baby (Baby-Sitters Little Sister Super Special)","Ann M. Martin",1992,"Scholastic","When Karen learns that her friend Nancy's mom is going to have a baby, she wants her mom to have one too... but mom doesn't agree. Nancy says they can share the new baby, and now Karen is excited too.",3.67,138,84,1,0,2,1394,3.94,602,2.275
2003,2003,"059045658X","Dawn Saves the Planet (Baby-Sitters Club, 57)","Ann M. Martin",1992,"Scholastic","Worried about the fate of the planet, environmentally conscious Dawn makes plans to construct a recycling center at Stoneybrook Middle School, but soon all her hard work begins to keep her from paying attention to her friends.",3.5,192,32,4,0,0,1394,3.94,602,0.6
2004,2004,"0590456601","Mallory Hates Boys and Gym (Baby-Sitters Club (Paperback))","Ann M. Martin",1995,"Scholastic","Being a ""total spaz"" in gym is bad enough, but now Mallory's worst nightmare has come true. Gym class has gone co-ed! Pre-teen girls are sure to relate to this latest book in the phenomenally popular Baby-sitters Club series.",3.53,10,70,4,0,0,1394,3.94,602,-0.0833333333333333
2005,2005,"059045661X","Starring the Baby-Sitters Club! (Baby-Sitters Club Super Special, 9)","Ann M. Martin",1997,"Scholastic","Everybody wants to do something in the Stoneybrook Middle School production of Peter Pan--especially the Baby-sitters. Rehearsals are shaky at first, but when the big day finally arrives, the Baby-sitters are able to go on with the show.",3.8,NA,506,12,0,1,1394,3.94,602,-0.125
2006,2006,"0590456741","Sea City, Here We Come! (Baby-Sitters Club Super Special, 10)","Ann M. Martin",1996,"Scholastic","Every summer the Pikes rent a house right on the ocean in Sea City, New Jersey. And they bring two sitters along to take care of the Pike kids. Only this time, the whole entire Baby-sitters Club is going!<br /><p>Mary Anne shows Logan all the sites - the beach, the boardwalk, the infamous Tunnel of Luv. Mallory gets asked out on a date (except it's with Stacey's ex-boyfriend!). And Jessi's busy being Sea City's Super Sitter. In fact, the Baby-sitters are having so much fun, no one's noticed that a gigantic hurricane named Bill is headed straight for Sea City!</p>",3.73,10,85,10,0,3,1394,3.94,602,0.566666666666667
